"","X1","X2","X3","X4","X5","max"
"text41",0.0423553719008264,0.0136880165289256,0.135588842975207,0.606404958677686,0.201962809917355,4
"text42",0.213793103448276,0.0793103448275862,0.50948275862069,0.0482758620689655,0.149137931034483,3
"text43",0.029445073612684,0.00509626274065685,0.659305398263496,0.0502076255190638,0.2559456398641,3
"text44",0.12201141446861,0.526916550979485,0.10812895264538,0.164121548665741,0.0788215332407836,2
"text45",0.0508021390374332,0.0240641711229947,0.737299465240642,0.124331550802139,0.0635026737967914,3
"text46",0.0656474820143885,0.0134892086330935,0.83273381294964,0.0485611510791367,0.039568345323741,3
"text47",0.0519954389965792,0.00547320410490308,0.693044469783352,0.171721778791334,0.0777651083238312,3
"text48",0.140625,0.1171875,0.4609375,0.1640625,0.1171875,3
"text49",0.0783663050414805,0.158008934269304,0.340012763241863,0.342054881940013,0.0815571155073389,4
"text50",0.5699604743083,0.0292490118577075,0.173913043478261,0.174703557312253,0.0521739130434783,1
"text51",0.164086981293324,0.454752635077391,0.139777798879499,0.07890988510113,0.162472699648656,2
"text52",0.0727040816326531,0.0318877551020408,0.307397959183673,0.341836734693878,0.246173469387755,4
"text53",0.0467289719626168,0.0213618157543391,0.743658210947931,0.0560747663551402,0.132176234979973,3
"text54",0.210526315789474,0.0610526315789474,0.486315789473684,0.170526315789474,0.071578947368421,3
"text55",0.0263388937664618,0.0184372256365233,0.788410886742757,0.077260755048288,0.0895522388059701,3
"text56",0.146147032772365,0.516829052258636,0.104074402125775,0.184233835252436,0.0487156775907883,2
"text57",0.040612516644474,0.0139813581890812,0.820239680426099,0.0572569906790945,0.0679094540612517,3
"text58",0.158823529411765,0.0764705882352941,0.3,0.229411764705882,0.235294117647059,3
"text59",0.151685393258427,0.0674157303370786,0.297752808988764,0.264044943820225,0.219101123595506,3
"text60",0.0604229607250755,0.0704934541792548,0.778449144008056,0.0302114803625378,0.0604229607250755,3
"text61",0.0981182795698925,0.0362903225806452,0.701612903225806,0.0470430107526882,0.116935483870968,3
"text62",0.0969529085872576,0.0443213296398892,0.526315789473684,0.157894736842105,0.174515235457064,3
"text63",0.395708310601928,0.00672849609019822,0.423713402436807,0.0809238043280597,0.0929259865430078,3
"text64",0.512550200803213,0.00840863453815261,0.36910140562249,0.0940010040160643,0.0159387550200803,1
"text65",0.205913978494624,0.0978494623655914,0.479032258064516,0.0408602150537634,0.176344086021505,3
"text66",0.528409090909091,0.216720779220779,0.103896103896104,0.119318181818182,0.0316558441558442,1
"text67",0.225751366120219,0.131489071038251,0.564549180327869,0.0580601092896175,0.0201502732240437,3
"text68",0.0989304812834225,0.0401069518716578,0.697860962566845,0.0588235294117647,0.10427807486631,3
"text69",0.121739130434783,0.121739130434783,0.4,0.217391304347826,0.139130434782609,3
"text70",0.073019801980198,0.0148514851485149,0.719678217821782,0.0946782178217822,0.0977722772277228,3
"text71",0.0265647743813683,0.00982532751091703,0.887918486171761,0.0360262008733624,0.039665211062591,3
"text72",0.0371207230471272,0.0183989670755326,0.814073595868302,0.0768237572627502,0.0535829567462879,3
"text73",0.0267281105990783,0.00552995391705069,0.896543778801843,0.0331797235023042,0.0380184331797235,3
"text74",0.152671755725191,0.106870229007634,0.290076335877863,0.32824427480916,0.122137404580153,4
"text75",0.174377224199288,0.185053380782918,0.318505338078292,0.247330960854093,0.0747330960854092,3
"text76",0.130841121495327,0.0397196261682243,0.521028037383178,0.10981308411215,0.198598130841121,3
"text77",0.0235482395976223,0.00457247370827618,0.68609967992684,0.200274348422497,0.0855052583447645,3
"text78",0.0666144200626959,0.0133228840125392,0.821316614420063,0.0556426332288401,0.0431034482758621,3
"text79",0.148196721311475,0.0281967213114754,0.659016393442623,0.0859016393442623,0.0786885245901639,3
"text80",0.252999143101971,0.00353470437017995,0.0172450728363325,0.572622107969152,0.153598971722365,4
"text81",0.0529488859764089,0.00694626474442988,0.871952817824378,0.0167758846657929,0.0513761467889908,3
"text82",0.25476262473541,0.00680374962201391,0.166767462957363,0.56297248261264,0.00869368007257333,4
"text83",0.0131089806300137,0.0297397769516729,0.652905497945607,0.0545881432205048,0.249657601252201,3
"text84",0.015032456440041,0.00546634779637854,0.346771438332764,0.586094977792962,0.0466347796378545,4
"text85",0.0989427028025301,0.00290872154762454,0.0168521169029041,0.855579666651277,0.0257167920956646,4
"text86",0.0523978685612789,0.0603907637655417,0.77797513321492,0.0621669626998224,0.0470692717584369,3
"text87",0.0755939524838013,0.0205183585313175,0.571274298056155,0.0647948164146868,0.267818574514039,3
"text88",0.0301312649164678,0.00715990453460621,0.845763723150358,0.0304295942720764,0.0865155131264917,3
"text89",0.0936454849498328,0.0602006688963211,0.247491638795987,0.511705685618729,0.0869565217391304,4
"text90",0.191011235955056,0.112359550561798,0.292134831460674,0.154494382022472,0.25,3
"text91",0.0262112787926926,0.0182684670373312,0.862589356632248,0.0722795869737887,0.0206513105639396,3
"text92",0.0150583896742471,0.0122925629993854,0.569760295021512,0.379225568531039,0.0236631837738168,3
"text93",0.0606060606060606,0.0435606060606061,0.732954545454545,0.0776515151515152,0.0852272727272727,3
"text94",0.0109816225907665,0.00717167189601076,0.347826086956522,0.0582698341550874,0.575750784401614,5
"text95",0.0682148040638607,0.0406386066763425,0.506531204644412,0.16255442670537,0.222060957910015,3
"text96",0.0898876404494382,0.131086142322097,0.4812734082397,0.213483146067416,0.0842696629213483,3
"text97",0.123867069486405,0.0513595166163142,0.658610271903323,0.054380664652568,0.11178247734139,3
"text98",0.42753036437247,0.00809716599190283,0.432591093117409,0.0757085020242915,0.0560728744939271,3
"text99",0.0147941381716678,0.0181437543614794,0.155478018143754,0.766085136078158,0.0454989532449407,4
"text100",0.16496066879505,0.0234341572589935,0.750551295132146,0.0104005529407893,0.0506533258730211,3
"text101",0.0370058873002523,0.0147182506307822,0.192178301093356,0.567283431455004,0.188814129520606,4
"text102",0.034136546184739,0.0506024096385542,0.613654618473896,0.285542168674699,0.0160642570281124,3
"text103",0.386503067484663,0.0920245398773006,0.245398773006135,0.122699386503067,0.153374233128834,1
"text104",0.1375,0.10625,0.4125,0.1,0.24375,3
"text105",0.252475247524752,0.123762376237624,0.405940594059406,0.0940594059405941,0.123762376237624,3
"text106",0.0647448015122873,0.0184310018903592,0.697542533081285,0.0323724007561437,0.186909262759924,3
"text107",0.0616822429906542,0.179439252336449,0.637383177570093,0.0791277258566978,0.0423676012461059,3
"text108",0.192832764505119,0.0733788395904437,0.411262798634812,0.261092150170648,0.0614334470989761,3
"text109",0.0226308345120226,0.0107496463932108,0.115417256011315,0.694200848656294,0.157001414427157,4
"text110",0.184496826835902,0.0086128739800544,0.0194922937443336,0.670444242973708,0.116953762466002,4
"text111",0.0490454246214615,0.00954575378538512,0.410138248847926,0.479591836734694,0.0516787360105332,4
"text112",0.0500998366309675,0.114812125612634,0.69640588128517,0.0469232165547286,0.0917589399165003,3
"text113",0.0473047304730473,0.103043637697103,0.712504583791713,0.111477814448111,0.0256692335900257,3
"text114",0.155172413793103,0.0474137931034483,0.581896551724138,0.0991379310344828,0.116379310344828,3
"text115",0.154013015184382,0.0303687635574837,0.496746203904555,0.240780911062907,0.0780911062906725,3
"text116",0.422848664688427,0.0326409495548961,0.186943620178042,0.212166172106825,0.14540059347181,1
"text117",0.0952380952380952,0.428571428571429,0.142857142857143,0.166666666666667,0.166666666666667,2
"text118",0.0526905829596413,0.0190582959641256,0.530269058295964,0.114349775784753,0.283632286995516,3
"text119",0.0923566878980892,0.0392781316348195,0.526539278131635,0.102972399150743,0.238853503184713,3
"text120",0.0677451971688574,0.0161779575328615,0.679474216380182,0.116279069767442,0.120323559150657,3
"text121",0.0864197530864197,0.16358024691358,0.228395061728395,0.339506172839506,0.182098765432099,4
"text122",0.10719131614654,0.0922659430122117,0.540027137042062,0.173677069199457,0.0868385345997286,3
"text123",0.053314121037464,0.0201729106628242,0.791066282420749,0.102305475504323,0.0331412103746398,3
"text124",0.0618320610687023,0.016030534351145,0.787022900763359,0.0580152671755725,0.0770992366412214,3
"text125",0.0617760617760618,0.238095238095238,0.546975546975547,0.101029601029601,0.0521235521235521,3
"text126",0.0489749430523918,0.0341685649202733,0.70501138952164,0.173120728929385,0.0387243735763098,3
"text127",0.0217245989304813,0.00317513368983957,0.352606951871658,0.330715240641711,0.29177807486631,3
"text128",0.101301115241636,0.182156133828996,0.5817843866171,0.0582403965303594,0.0765179677819083,3
"text129",0.125412541254125,0.128712871287129,0.280528052805281,0.297029702970297,0.168316831683168,4
"text130",0.0790035587188612,0.143772241992883,0.617081850533808,0.0690391459074733,0.0911032028469751,3
"text131",0.0767441860465116,0.0558139534883721,0.6,0.144186046511628,0.123255813953488,3
"text132",0.159090909090909,0.340909090909091,0.189393939393939,0.189393939393939,0.121212121212121,2
"text133",0.0223992035838726,0.0119462419113987,0.794922847187656,0.113987058237929,0.0567446490791439,3
"text134",0.363636363636364,0.0188902007083825,0.277449822904368,0.293978748524203,0.0460448642266824,1
"text135",0.0419614147909968,0.0282958199356913,0.711012861736334,0.0177652733118971,0.20096463022508,3
"text136",0.0936170212765957,0.0723404255319149,0.625531914893617,0.102127659574468,0.106382978723404,3
"text137",0.304487974212745,0.0074386312918423,0.0719067691544756,0.599553682122489,0.0166129432184478,4
"text138",0.0876874148114493,0.0286233530213539,0.752839618355293,0.0159018627896411,0.114947751022263,3
"text139",0.0299850074962519,0.0170914542728636,0.550824587706147,0.091304347826087,0.310794602698651,3
"text140",0.0201398135818908,0.126997336884154,0.732523302263648,0.0960386151797603,0.0243009320905459,3
"text141",0.0592478104070067,0.0123647604327666,0.13961875321999,0.506439979392066,0.282328696548171,4
"text142",0.16260162601626,0.0772357723577236,0.154471544715447,0.199186991869919,0.40650406504065,5
"text143",0.0611015490533563,0.64974182444062,0.0378657487091222,0.1815834767642,0.0697074010327022,2
"text144",0.093984962406015,0.0451127819548872,0.484962406015038,0.229323308270677,0.146616541353383,3
"text145",0.0542623213999037,0.00545834002247552,0.686787606357361,0.0937550168566383,0.159736715363622,3
"text146",0.112021857923497,0.0683060109289618,0.581967213114754,0.122950819672131,0.114754098360656,3
"text147",0.15272373540856,0.301556420233463,0.10408560311284,0.151750972762646,0.28988326848249,2
"text148",0.185714285714286,0.0714285714285714,0.557142857142857,0.080952380952381,0.104761904761905,3
"text149",0.0726570726570727,0.103545103545104,0.560898560898561,0.13022113022113,0.132678132678133,3
"text150",0.093167701863354,0.077639751552795,0.248447204968944,0.177018633540373,0.403726708074534,5
"text151",0.1278600269179,0.0296096904441454,0.255720053835801,0.137281292059219,0.449528936742934,5
"text152",0.133587786259542,0.0241730279898219,0.101781170483461,0.689567430025445,0.0508905852417303,4
"text153",0.862622482643163,0.00132945984538874,0.030626815697474,0.0684918016642868,0.0369294401496873,1
"text154",0.111416026344676,0.238748627881449,0.0312843029637761,0.512623490669594,0.105927552140505,4
"text155",0.0195838433292534,0.00652794777641779,0.743370053039576,0.215422276621787,0.0150958792329661,3
"text156",0.317073170731707,0.0670731707317073,0.26219512195122,0.25609756097561,0.0975609756097561,1
"text157",0.039349871685201,0.0119760479041916,0.76475620188195,0.0795551753635586,0.104362703165098,3
"text158",0.131578947368421,0.0657894736842105,0.615131578947368,0.108552631578947,0.0789473684210526,3
"text159",0.0428571428571429,0.00714285714285714,0.429120879120879,0.445604395604396,0.0752747252747253,4
"text160",0.322243090957875,0.213039978535015,0.162060638583311,0.0174403005097934,0.285215991414006,1
"text161",0.0717703349282297,0.177033492822967,0.519138755980861,0.107655502392345,0.124401913875598,3
"text162",0.202127659574468,0.180851063829787,0.276595744680851,0.159574468085106,0.180851063829787,3
"text163",0.0124734607218684,0.00398089171974522,0.852176220806794,0.104962845010616,0.0264065817409766,3
"text164",0.386363636363636,0.0557851239669422,0.291322314049587,0.18595041322314,0.0805785123966942,1
"text165",0.488950276243094,0.0469613259668508,0.328729281767956,0.0773480662983425,0.0580110497237569,1
"text166",0.436245180162212,0.0180827017683819,0.25674777290254,0.216194654966095,0.0727296902007712,1
"text167",0.12039312039312,0.498771498771499,0.105651105651106,0.110565110565111,0.164619164619165,2
"text168",0.103174603174603,0.0277777777777778,0.53968253968254,0.162698412698413,0.166666666666667,3
"text169",0.129310344827586,0.0646551724137931,0.551724137931034,0.129310344827586,0.125,3
"text170",0.0146048109965636,0.00587056128293242,0.360395189003436,0.515893470790378,0.10323596792669,4
"text171",0.187007874015748,0.0383858267716535,0.455708661417323,0.171259842519685,0.147637795275591,3
"text172",0.284648277018529,0.00645594030351304,0.0557558480757944,0.61842877504821,0.0347111595539532,4
"text173",0.0391294281083584,0.00659874971058115,0.0494327390599676,0.898008798332947,0.0068302847881454,4
"text174",0.0214581809314801,0.0099975615703487,0.739575713240673,0.184101438673494,0.0448671055840039,3
"text175",0.0848126232741617,0.0532544378698225,0.712031558185404,0.0650887573964497,0.0848126232741617,3
"text176",0.71092564491654,0.0201062215477997,0.17298937784522,0.0735963581183612,0.0223823975720789,1
"text177",0.0977112676056338,0.0184859154929577,0.408450704225352,0.116197183098592,0.359154929577465,3
"text178",0.141935483870968,0.0774193548387097,0.393548387096774,0.167741935483871,0.219354838709677,3
"text179",0.094017094017094,0.047008547008547,0.615384615384615,0.108974358974359,0.134615384615385,3
"text180",0.282512315270936,0.00689655172413793,0.100492610837438,0.58423645320197,0.0258620689655172,4
"text181",0.156108597285068,0.472850678733032,0.0984162895927602,0.081447963800905,0.191176470588235,2
"text182",0.0207635632953784,0.00770261219022103,0.786671131949096,0.149363697253851,0.0354989953114535,3
"text183",0.0215995329830706,0.00437828371278459,0.700817279626386,0.246643315820198,0.0265615878575598,3
"text184",0.122302158273381,0.143884892086331,0.402877697841727,0.136690647482014,0.194244604316547,3
"text185",0.0703305149884704,0.173712528823982,0.595311299000769,0.104534973097617,0.0561106840891622,3
"text186",0.117021276595745,0.033434650455927,0.434650455927052,0.164133738601824,0.250759878419453,3
"text187",0.0711175616835994,0.200290275761974,0.386429608127721,0.090711175616836,0.251451378809869,3
"text188",0.0178423922022138,0.00429539071534776,0.362630100776474,0.554435816950273,0.0607962993556914,4
"text189",0.0194831013916501,0.00755467196819085,0.819085487077535,0.052882703777336,0.100994035785288,3
"text190",0.111435239206534,0.0210035005834306,0.492415402567095,0.35705950991832,0.0180863477246208,3
"text191",0.0408741400242817,0.0101173613921489,0.728854714690409,0.0615135572642655,0.158640226628895,3
"text192",0.118802619270346,0.0449017773620206,0.579045837231057,0.11178671655753,0.145463049579046,3
"text193",0.0221714285714286,0.0198857142857143,0.149257142857143,0.738057142857143,0.0706285714285714,4
"text194",0.0636363636363636,0.0727272727272727,0.536363636363636,0.136363636363636,0.190909090909091,3
"text195",0.0448717948717949,0.0288461538461538,0.697115384615385,0.078525641025641,0.150641025641026,3
"text196",0.158658204895739,0.162964641885766,0.409111514052584,0.24365367180417,0.0256119673617407,3
"text197",0.0670547649849073,0.0232858990944373,0.738896075894782,0.0577835273824925,0.112979732643381,3
"text198",0.08,0.0711111111111111,0.573333333333333,0.0933333333333333,0.182222222222222,3
"text199",0.440817672271678,0.00857237059017475,0.38971315529179,0.0708869106495219,0.0900098911968348,1
"text200",0.0478589420654912,0.0453400503778338,0.692695214105793,0.136020151133501,0.0780856423173804,3
"text201",0.0579710144927536,0.0331262939958592,0.772256728778468,0.0745341614906832,0.062111801242236,3
"text202",0.0672607680882665,0.284744324209633,0.380437088903034,0.0846594525779758,0.182898366221091,3
"text203",0.0586510263929619,0.0703812316715543,0.266862170087977,0.193548387096774,0.410557184750733,5
"text204",0.0280830280830281,0.0726495726495727,0.673992673992674,0.0885225885225885,0.136752136752137,3
"text205",0.112359550561798,0.0702247191011236,0.539325842696629,0.151685393258427,0.126404494382022,3
"text206",0.0438413361169102,0.0302713987473904,0.670146137787056,0.137787056367432,0.117954070981211,3
"text207",0.0730633802816901,0.0090962441314554,0.753521126760563,0.0404929577464789,0.123826291079812,3
"text208",0.0778745644599303,0.00714285714285714,0.0130662020905923,0.30383275261324,0.59808362369338,5
"text209",0.0784883720930233,0.0668604651162791,0.619186046511628,0.0726744186046512,0.162790697674419,3
"text210",0.0234364165857717,0.00471501872139786,0.462765219803079,0.0622659825266953,0.446817362363056,3
"text211",0.0966850828729282,0.11878453038674,0.564917127071823,0.165745856353591,0.0538674033149171,3
"text212",0.118609406952965,0.162463076573506,0.461486025903204,0.202226766643945,0.0552147239263804,3
"text213",0.0329908058409951,0.0135208220659816,0.215251487290427,0.345051379123851,0.393185505678745,5
"text214",0.0728291316526611,0.0840336134453782,0.302521008403361,0.235294117647059,0.305322128851541,5
"text215",0.0401459854014599,0.839416058394161,0.0437956204379562,0.0401459854014599,0.0364963503649635,2
"text216",0.157142857142857,0.0571428571428571,0.519047619047619,0.114285714285714,0.152380952380952,3
"text217",0.0174045801526718,0.170992366412214,0.245496183206107,0.023206106870229,0.542900763358779,5
"text218",0.0129331381161542,0.00305026842362128,0.780746705710103,0.0940702781844802,0.109199609565642,3
"text219",0.878441437237518,0.00793280447970135,0.0779281381241251,0.0167988800746617,0.0188987400839944,1
"text220",0.0255431591309454,0.00616559013505578,0.735760422783324,0.210217263652378,0.0223135642982971,3
"text221",0.121848739495798,0.109243697478992,0.478991596638655,0.134453781512605,0.15546218487395,3
"text222",0.220588235294118,0.0882352941176471,0.389705882352941,0.183823529411765,0.117647058823529,3
"text223",0.0614203454894434,0.395393474088292,0.351247600767754,0.0460652591170825,0.145873320537428,2
"text224",0.0448008849557522,0.019358407079646,0.858407079646018,0.0348451327433628,0.0425884955752212,3
"text225",0.222147651006711,0.0281879194630872,0.406375838926175,0.33255033557047,0.010738255033557,3
"text226",0.145491803278689,0.0471311475409836,0.516393442622951,0.102459016393443,0.188524590163934,3
"text227",0.342436974789916,0.0451680672268908,0.368697478991597,0.196428571428571,0.0472689075630252,3
"text228",0.0637234485630987,0.0224906289046231,0.841316118284048,0.0449812578092461,0.0274885464389838,3
"text229",0.221105527638191,0.188442211055276,0.364321608040201,0.115577889447236,0.110552763819095,3
"text230",0.177993527508091,0.0711974110032362,0.110032362459547,0.576051779935275,0.0647249190938511,4
"text231",0.0334801762114537,0.0537444933920705,0.280176211453744,0.19295154185022,0.439647577092511,5
"text232",0.0610441767068273,0.0232931726907631,0.621686746987952,0.0385542168674699,0.255421686746988,3
"text233",0.0648379052369077,0.0423940149625935,0.703241895261845,0.112219451371571,0.0773067331670823,3
"text234",0.0537918871252205,0.0149911816578483,0.455026455026455,0.195767195767196,0.28042328042328,3
"text235",0.0294706203383664,0.0236492632344915,0.486447152992541,0.113516463525559,0.346916499909041,3
"text236",0.0774193548387097,0.0919354838709677,0.582258064516129,0.1,0.148387096774194,3
"text237",0.202952029520295,0.0811808118081181,0.394833948339483,0.114391143911439,0.206642066420664,3
"text238",0.32527664531159,0.0113570180547467,0.0448456610366919,0.495340710541642,0.123179965055329,4
"text239",0.186572989851678,0.0234192037470726,0.574551131928181,0.106167056986729,0.109289617486339,3
"text240",0.114503816793893,0.099236641221374,0.465648854961832,0.16793893129771,0.152671755725191,3
"text241",0.0121184919210054,0.00426391382405745,0.88689407540395,0.0612657091561939,0.0354578096947935,3
"text242",0.349531876950513,0.0106999554168524,0.153366027641551,0.45296477931342,0.0334373606776638,4
"text243",0.0344652812975165,0.0146984287886467,0.830207805372529,0.0968068930562595,0.0238215914850482,3
"text244",0.0431392931392931,0.0233887733887734,0.731288981288981,0.0187110187110187,0.183471933471933,3
"text245",0.0485210636390798,0.058380639378548,0.293636092022707,0.458679414400956,0.140782790558709,4
"text246",0.0362287210824967,0.0109122653862942,0.76778699257966,0.144041903099083,0.0410301178524662,3
"text247",0.0336391437308868,0.11338508586215,0.39802399435427,0.442248882615855,0.0127028934368384,4
"text248",0.0330800178810907,0.173893607510058,0.525927581582477,0.241618238712561,0.0254805543138131,3
"text249",0.0592783505154639,0.0244845360824742,0.847938144329897,0.0463917525773196,0.0219072164948454,3
"text250",0.132151029748284,0.171052631578947,0.426201372997712,0.165903890160183,0.104691075514874,3
"text251",0.236842105263158,0.0894736842105263,0.210526315789474,0.278947368421053,0.184210526315789,4
"text252",0.193181818181818,0.136363636363636,0.272727272727273,0.159090909090909,0.238636363636364,3
"text253",0.0132755600626901,0.143265419009864,0.604683322577671,0.173043237761593,0.0657324605881811,3
"text254",0.0135078969243558,0.00540315876974231,0.91313383208645,0.0295095594347465,0.0384455527847049,3
"text255",0.139232673267327,0.256188118811881,0.218440594059406,0.308168316831683,0.077970297029703,4
"text256",0.0369609856262834,0.0379876796714579,0.785420944558522,0.0328542094455852,0.106776180698152,3
"text257",0.0757644496869612,0.0251338354051357,0.814445150167861,0.00335722711187733,0.0812993376281644,3
"text258",0.109090909090909,0.0424242424242424,0.696969696969697,0.0848484848484849,0.0666666666666667,3
"text259",0.21259842519685,0.094488188976378,0.47244094488189,0.102362204724409,0.118110236220472,3
"text260",0.0375445841937301,0.00694574807584006,0.411864088605219,0.355922658156561,0.18772292096865,3
"text261",0.131944444444444,0.0260416666666667,0.664930555555556,0.126736111111111,0.0503472222222222,3
"text262",0.142857142857143,0.0446428571428571,0.611607142857143,0.09375,0.107142857142857,3
"text263",0.0112061338838101,0.00530816868180478,0.440184802909663,0.40017693895606,0.143123955568662,3
"text264",0.0574712643678161,0.0153256704980843,0.790549169859515,0.0970625798212005,0.0395913154533844,3
"text265",0.081570996978852,0.0483383685800604,0.589123867069486,0.138972809667674,0.141993957703928,3
"text266",0.141281874569263,0.205375603032391,0.457615437629221,0.119917298414886,0.0758097863542385,3
"text267",0.0817120622568093,0.0466926070038911,0.747081712062257,0.066147859922179,0.0583657587548638,3
"text268",0.0865139949109415,0.0330788804071247,0.737913486005089,0.0737913486005089,0.0687022900763359,3
"text269",0.122641509433962,0.0660377358490566,0.613207547169811,0.132075471698113,0.0660377358490566,3
"text270",0.0300259314862836,0.0114644465674901,0.149583731404395,0.592193257813566,0.216732632728265,4
"text271",0.252774794128178,0.0132474042248478,0.0229144289294665,0.599713569638382,0.111349803079126,4
"text272",0.0530913978494624,0.0100806451612903,0.846102150537634,0.0524193548387097,0.0383064516129032,3
"text273",0.091136573159489,0.00474120900829712,0.0769129461345977,0.814566047675491,0.0126432240221256,4
"text274",0.16504854368932,0.0970873786407767,0.567961165048544,0.087378640776699,0.0825242718446602,3
"text275",0.0145553786672731,0.0139868091880828,0.0989310893791221,0.699226745508301,0.173299977257221,4
"text276",0.0219603642206749,0.0324049276914837,0.320299946438136,0.573111944295661,0.0522228173540439,4
"text277",0.0429184549356223,0.811158798283262,0.0472103004291846,0.0472103004291846,0.0515021459227468,2
"text278",0.0387887036406941,0.00646478394011569,0.851990472949983,0.0775774072813882,0.025178632187819,3
"text279",0.0818322182192486,0.0298507462686567,0.261451363870304,0.588265568708183,0.0386001029336078,4
"text280",0.0360852925095681,0.0169491525423729,0.835429196282121,0.02843083652269,0.0831055221432477,3
"text281",0.083743842364532,0.0492610837438424,0.637931034482759,0.11576354679803,0.113300492610837,3
"text282",0.0328495034377387,0.0137509549274255,0.792971734148205,0.110771581359817,0.0496562261268144,3
"text283",0.0704,0.0288,0.76,0.0512,0.0896,3
"text284",0.214754098360656,0.0491803278688525,0.39672131147541,0.262295081967213,0.0770491803278689,3
"text285",0.0229235880398671,0.00542635658914729,0.704208194905869,0.03421926910299,0.233222591362126,3
"text286",0.67613595706619,0.0114490161001789,0.285223613595707,0.0123792486583184,0.0148121645796064,1
"text287",0.0345786272806255,0.0242687518100203,0.506284390385172,0.147987257457284,0.286880973066898,3
"text288",0.0524444444444444,0.024,0.747555555555556,0.048,0.128,3
"text289",0.537935063851098,0.0833820215340957,0.303146648860696,0.0489942408813955,0.0265420248727151,1
"text290",0.13109756097561,0.0365853658536585,0.652439024390244,0.0884146341463415,0.0914634146341463,3
"text291",0.110419906687403,0.15552099533437,0.603421461897356,0.0622083981337481,0.0684292379471229,3
"text292",0.0599500416319734,0.144879267277269,0.398834304746045,0.363030807660283,0.0333055786844296,3
