clusters_sp,clusters_km,distance_km,clusters_gm,scores_isf,distance_knn
2rcrwnlPd_w5oieGVyDgpw,1,1,,2,0.0924716656549,7.29252873988
CDl0tbkfSZS3UHg5_L9gBA,1,1,,2,0.0914716034271,8.02457954745
CgJddyi3Han1Hu78D0sYsA,1,1,,2,0.0115829712386,11.1803398875
nrq5H3LZicjMG0wv7gy08g,1,1,,3,0.0359394655141,8.87831517751
zA6gnF5aPBGoOm6uIbKt-A,1,1,,2,0.0811510773401,9.19615242271
1pttL4MkpxOL6Mj2azOjVQ,1,0,2.62556680564,3,-0.0229509939884,12.4265500852
hDy-uY7Vy_TZdGBzw59lhA,1,1,,2,0.0820941202389,8.02457954745
L-3D_00A1AUpa4M-sPt7kQ,1,1,,2,0.049187867066,9.14626436994
bAPjkuNJ67j2F4C5HQQHhQ,1,1,,2,0.0738581855534,8.66025403784
TQp5cls3bgIUZZRSC4g1pQ,1,1,,0,-1.32815860466e-05,10.94427191
QNfh79NwsNnl-AngRhg2ww,1,1,,2,0.0854523496828,8.34241679265
GEvolb_U74NXgfgdxrVtyQ,1,1,,2,0.111892682575,6.65685424949
ux0mn7v7fd6cTO-v4b3wig,1,0,,2,0.0409836239201,9.46410161514
CZxAlrWOD4Mu2K7FoAcRaA,1,0,,1,0.047697854988,9.96811878507
B5JCODx4728Ce2Qca1NFHw,1,1,2.72689393269,3,-0.00935087823124,11.8206051833
RtUvSWO_UZ8V3Wpj0n077w,1,1,,3,0.00546101250245,9.93623757014
AuKKWh7jc1G7G_P_l8fd-g,0,0,,1,0.00481963032735,9.96811878507
ZNwEK2OWihq9h8rEUUh_BA,0,0,,1,0.059327025806,7.29252873988
4Ua5_CI0rKq3ar5hUTUprw,1,1,,2,0.0708157267885,6.97469149469
doj3kl6iJTrKJqEFp4nYZg,1,1,,2,0.0709492294472,6.24264068712
SjgeuBlgKER9yegpoxT99w,1,1,3.04828896729,3,-0.0410919231667,13.95945981
sKIAHIGW0viQGFAMGgQ3Rg,0,0,,1,0.0236856997143,6.65685424949
aeJojBE7k6_vSGNec3Z0OQ,1,1,,2,0.0422912897027,10.472135955
1b7Ma0CBJ0oDPQrFOicOqQ,1,1,,2,0.0363432591194,9.96811878507
Otncrh8MiVM4WV3-xJqQbA,1,1,,2,0.05847202873,7.61036598508
1ORcqQT1DUHkKEZr1NpbrA,1,0,,1,0.00898245466909,9.14626436994
8Lpoyo7RHWZrHlQW2JM2wQ,1,1,,2,0.0345711651403,10.2041867626
B9AHWTeEuC2s3jOawidKkA,1,1,,2,0.0604559568496,8.87831517751
TZOiMROeIalOC_3Atb8a8A,0,0,,1,0.080296299828,7.38890505706
a93TpkEV5oyEuyiI0CqAGw,1,1,,2,0.0496854884982,9.46410161514
omwPSPE8j7jEP4mecQM8KA,1,1,,2,0.0536759100997,9.46410161514
BlWPjh2WuvQSlmYmgFsylg,1,0,,1,0.087443779086,9.14626436994
w5axMYWy5bcY0tiqAnYeRg,1,1,,3,0.0381178403775,9.2360679775
zaAh8JjNeDyrJXf6xNkdUQ,1,0,,1,0.0694449831378,8.02457954745
aT9jGDqTCvVjGjbYC969Rg,1,1,,0,0.0381444557319,11.1803398875
-BbnAc9YEO6pjvJGEtFbVQ,1,1,,0,0.0750783874963,5.0
iAxsnFs3qq0Qx1EJ1S9SoQ,1,1,,3,0.0667786409712,8.92820323028
v9DncDynhn7f-RBURtcSFw,1,0,,1,0.0407010427384,9.88634951737
cAj-wwzw8HhwpHDtF_zLhA,1,0,,1,0.068535572807,8.61036598508
ZL0L7IIfCRhBwRFFSs1Big,1,1,,2,0.0680359050839,9.19615242271
W4Dmj9Wxfq5gEALW6RUKTA,1,0,,1,0.0707402418752,8.82842712475
HKfW6AZ-lW7jwLJwNlcLLQ,1,1,,2,0.0309249955787,9.46410161514
bzMO8LJmJtgo3KuyWGKUxA,1,1,,0,0.0241216942951,9.19615242271
aLTpnF4xG3KA5trMilgChQ,1,1,,2,0.0940413504005,4.82842712475
TR0-w6VoZDAdvFQiq7P2Ug,1,1,,0,-0.0267747270558,11.7979589711
qGL7Z0yVXET7GTq-mNyQmQ,1,1,,2,0.0785413394127,8.61036598508
rA1WJvN6IULGbM0MTbbaaA,1,0,2.55147788684,1,-0.033942695812,11.8206051833
R5ZvZ97FDp2bD93CNKg-zQ,1,1,,2,0.0775058222845,6.97469149469
bhoJYB0ArSqRe-Q82BI4vA,1,1,,0,0.0504926702603,8.66025403784
GTwQgfi8DN23D9fMURYUdw,1,1,,3,0.033322114634,9.06449510225
LC7sXugc_BkKuZa2ghUhkQ,1,1,,2,0.0343594965074,9.73205080757
