"","X1","X2","X3","X4","X5","max"
"text144",0.299674267100977,0.548045602605863,0.0260586319218241,0.117263843648208,0.00895765472312704,2
"text145",0.0670618747684328,0.0344572063727306,0.867358280844757,0.0229714709151538,0.00815116709892553,3
"text146",0.498497209102619,0.347788750536711,0.0592528982395878,0.0841562902533276,0.0103048518677544,1
"text147",0.0471438729556767,0.00452713913249585,0.930812988859919,0.0170656553685708,0.000450343683337284,3
"text148",0.13828689370485,0.70485036119711,0.0577915376676987,0.0815273477812178,0.0175438596491228,2
"text149",0.556821589205397,0.20359820089955,0.0194902548725637,0.215292353823088,0.0047976011994003,1
"text150",0.353587670540677,0.13466397170288,0.320869125821122,0.0636685194542698,0.127210712481051,1
"text151",0.161231884057971,0.659420289855073,0.0670289855072464,0.0851449275362319,0.0271739130434783,2
"text152",0.107579462102689,0.422982885085575,0.102689486552567,0.0537897310513447,0.312958435207824,2
"text153",0.328080229226361,0.448424068767908,0.0687679083094556,0.0587392550143266,0.0959885386819484,2
"text154",0.272727272727273,0.204545454545455,0.181818181818182,0.204545454545455,0.136363636363636,1
"text155",0.0611664295874822,0.776671408250356,0.108108108108108,0.0412517780938834,0.0128022759601707,2
"text156",0.428706326723324,0.431539187913126,0.0703493862134089,0.0594900849858357,0.00991501416430595,2
"text157",0.0653935185185185,0.764814814814815,0.0177083333333333,0.150694444444444,0.00138888888888889,2
"text158",0.380582524271845,0.180582524271845,0.0737864077669903,0.304854368932039,0.0601941747572816,1
"text159",0.0438332617103567,0.76063601203266,0.148689299527288,0.0378169316716803,0.00902449505801461,2
"text160",0.131919905771496,0.432273262661955,0.104829210836278,0.171967020023557,0.159010600706714,2
"text161",0.151351351351351,0.383783783783784,0.210810810810811,0.156756756756757,0.0972972972972973,2
"text162",0.669556650246305,0.29064039408867,0.014384236453202,0.0224630541871921,0.00295566502463054,1
"text163",0.278558755288658,0.607752149583731,0.051180565033438,0.0563668622901597,0.00614166780401256,2
"text164",0.135914658237851,0.737916502041354,0.0418806795732912,0.0809956538917424,0.00329250625576189,2
"text165",0.493582589285714,0.367466517857143,0.0440848214285714,0.087890625,0.00697544642857143,1
"text166",0.251302083333333,0.0651041666666667,0.194010416666667,0.455729166666667,0.0338541666666667,4
"text167",0.223561519217648,0.635546963838981,0.0747100295656129,0.0628837843984535,0.00329770297930407,2
"text168",0.062748643761302,0.0406871609403255,0.8750452079566,0.0177215189873418,0.00379746835443038,3
"text169",0.0711074301940369,0.013961192617132,0.904756270705159,0.00804543303360152,0.00212967345007099,3
"text170",0.0873702422145329,0.0819636678200692,0.791522491349481,0.0350346020761246,0.00410899653979239,3
"text171",0.43798250128667,0.366443643849717,0.161605764282038,0.0241893978383942,0.00977869274318065,1
"text172",0.413063477460902,0.269549218031279,0.274149034038638,0.0303587856485741,0.0128794848206072,1
"text173",0.257281553398058,0.300970873786408,0.0970873786407767,0.160194174757282,0.184466019417476,2
"text174",0.0936944937833037,0.739342806394316,0.101687388987567,0.0550621669626998,0.0102131438721137,2
"text175",0.728573103529136,0.174815335912768,0.00961425724000469,0.0838316332512604,0.00316567006683081,1
"text176",0.102829480010016,0.0333861948084467,0.793589850596778,0.067940906435189,0.00225356814957015,3
"text177",0.0487495734412324,0.0347096962901575,0.136645054355774,0.778920684444011,0.000974991468824648,4
"text178",0.425531914893617,0.478121236451224,0.0461661983139302,0.0433560818948214,0.00682456844640707,2
"text179",0.0758885686839577,0.474543707973103,0.234390009606148,0.118155619596542,0.0970220941402498,2
"text180",0.538443170964661,0.328557784145177,0.0191021967526266,0.110553963705826,0.00334288443170965,1
"text181",0.328467153284672,0.55352798053528,0.0666666666666667,0.0479318734793187,0.00340632603406326,2
"text182",0.150196592398427,0.0275229357798165,0.776146788990826,0.0346002621231979,0.0115334207077326,3
"text183",0.111764705882353,0.0422372227579556,0.682835101253616,0.160270009643202,0.00289296046287367,3
"text184",0.0222488675726086,0.304956035171862,0.314948041566747,0.353850253130829,0.00399680255795364,4
"text185",0.607950116913484,0.164068589243959,0.104442712392829,0.11730319563523,0.00623538581449727,1
"text186",0.186914023538799,0.73967684021544,0.0319170157590265,0.037901456213844,0.00359066427289048,2
"text187",0.0291280864197531,0.527391975308642,0.160108024691358,0.280671296296296,0.00270061728395062,2
"text188",0.171875,0.666193181818182,0.106534090909091,0.0340909090909091,0.0213068181818182,2
"text189",0.121244635193133,0.773605150214592,0.0627682403433476,0.0354077253218884,0.00697424892703863,2
"text190",0.350480322280756,0.0170436938332817,0.51688875116207,0.109079640533003,0.00650759219088937,3
"text191",0.0516123082598137,0.820755586978574,0.00777719713504042,0.114844302357751,0.00501060526882051,2
"text192",0.0875325803649001,0.0130321459600348,0.653344917463076,0.226976542137272,0.0191138140747176,3
"text193",0.129608294930876,0.461981566820277,0.0852534562211982,0.316244239631336,0.00691244239631336,2
"text194",0.481500781657113,0.39343408025013,0.0594059405940594,0.0594059405940594,0.00625325690463783,1
"text195",0.531575127026373,0.347205419791919,0.0168158722477619,0.10198403097024,0.00241954996370675,1
"text196",0.120938628158845,0.283393501805054,0.0884476534296029,0.222021660649819,0.285198555956679,5
"text197",0.233333333333333,0.406060606060606,0.115151515151515,0.13030303030303,0.115151515151515,2
"text198",0.541666666666667,0.184027777777778,0.125,0.114583333333333,0.0347222222222222,1
"text199",0.791838737375802,0.0581837510733123,0.0160281310054381,0.13071922149078,0.00323015905466738,1
"text200",0.0543371522094926,0.774140752864157,0.0782324058919804,0.0847790507364975,0.00851063829787234,2
"text201",0.543010752688172,0.0770609318996416,0.317204301075269,0.0376344086021505,0.025089605734767,1
"text202",0.128320239431351,0.692854470632248,0.0789375233819678,0.0912832023943135,0.00860456416011972,2
"text203",0.545502927088877,0.295369877594465,0.0425758382118148,0.104310803618946,0.0122405534858968,1
"text204",0.168508287292818,0.56353591160221,0.0994475138121547,0.129834254143646,0.0386740331491713,2
"text205",0.508894663202079,0.145312812312612,0.155506695982411,0.186288227063762,0.00399760143913652,1
"text206",0.673716012084592,0.0725075528700906,0.200906344410876,0.040785498489426,0.0120845921450151,1
"text207",0.0824484697064335,0.420986883198001,0.141786383510306,0.274828232354778,0.0799500312304809,2
"text208",0.576475477971737,0.0278470490440565,0.00914380714879468,0.381338320864505,0.00519534497090607,1
"text209",0.126953125,0.529296875,0.216796875,0.083984375,0.04296875,2
"text210",0.0409729668717196,0.896579942434675,0.0163383938145494,0.0428635927535414,0.00324510412551498,2
"text211",0.0899280575539568,0.804213771839671,0.0323741007194245,0.065775950668037,0.00770811921891059,2
"text212",0.446315789473684,0.225263157894737,0.183157894736842,0.0968421052631579,0.0484210526315789,1
"text213",0.364562118126273,0.546503733876443,0.0454854039375424,0.0298710115410726,0.0135777325186694,2
"text214",0.011441647597254,0.866819221967963,0.0887871853546911,0.0270022883295194,0.00594965675057208,2
"text215",0.0238810074943277,0.857011894666881,0.0105195608828181,0.106135264593312,0.00245227236266129,2
"text216",0.0669856459330144,0.0909090909090909,0.0781499202551834,0.0303030303030303,0.733652312599681,5
"text217",0.17339841366687,0.696278218425869,0.0711409395973154,0.0568639414276998,0.00231848688224527,2
"text218",0.0449494949494949,0.836111111111111,0.0113636363636364,0.105618686868687,0.00195707070707071,2
"text219",0.0902466040925786,0.0896053168541946,0.0408091878971608,0.776890339882236,0.00244855127382965,4
"text220",0.225688552408302,0.00926771961884871,0.751337945437932,0.0113562198146456,0.00234956272027151,3
"text221",0.15,0.433333333333333,0.0958333333333333,0.266666666666667,0.0541666666666667,2
"text222",0.138767890479154,0.015556938394524,0.588985687616677,0.0444928438083385,0.212196639701307,3
"text223",0.0848821081830791,0.132177531206657,0.194452149791956,0.58705501618123,0.00143319463707813,4
"text224",0.0985090521831736,0.322683706070288,0.146964856230032,0.136847710330138,0.294994675186368,2
"text225",0.693453113462958,0.210927885798671,0.0146443514644351,0.0785134137336943,0.0024612355402412,1
"text226",0.225930420711974,0.513754045307443,0.118527508090615,0.0649271844660194,0.0768608414239482,2
"text227",0.329817833173538,0.171620325982742,0.0370725471396612,0.452860338766379,0.00862895493767977,4
"text228",0.0070271164021164,0.657779431216931,0.118344907407407,0.215608465608466,0.00124007936507937,2
"text229",0.186201163757273,0.0922693266832918,0.181213632585204,0.530340814630091,0.00997506234413965,4
"text230",0.592592592592593,0.188065843621399,0.108641975308642,0.101234567901235,0.00946502057613169,1
"text231",0.0750642673521851,0.740874035989717,0.104884318766067,0.0668380462724936,0.0123393316195373,2
"text232",0.540616246498599,0.344137655062025,0.0600240096038415,0.0500200080032013,0.00520208083233293,1
"text233",0.179401993355482,0.664451827242525,0.0874861572535991,0.0476190476190476,0.0210409745293466,2
"text234",0.0792291220556745,0.674518201284797,0.154175588865096,0.0556745182012848,0.0364025695931477,2
"text235",0.478693181818182,0.259943181818182,0.180397727272727,0.0610795454545455,0.0198863636363636,1
"text236",0.184118333982094,0.412222654729467,0.175554690541067,0.201634877384196,0.0264694433631763,2
"text237",0.371794871794872,0.166666666666667,0.128205128205128,0.196581196581197,0.136752136752137,1
"text238",0.152091254752852,0.600760456273764,0.0950570342205323,0.0874524714828897,0.064638783269962,2
"text239",0.103057757644394,0.673839184597962,0.10872027180068,0.0951302378255946,0.0192525481313703,2
"text240",0.153543307086614,0.244094488188976,0.106299212598425,0.149606299212598,0.346456692913386,5
"text241",0.0763739000498091,0.282583430184294,0.379711107421551,0.253030051469367,0.00830151087497925,3
"text242",0.450145088596654,0.278755325060196,0.133481508921405,0.0290177193307403,0.108600358091005,1
"text243",0.60125260960334,0.303409881697982,0.0448851774530271,0.0445372303409882,0.00591510090466249,1
"text244",0.127862595419847,0.479007633587786,0.0610687022900763,0.0744274809160305,0.25763358778626,2
"text245",0.75819297558428,0.133437785611699,0.0138399268834051,0.0921791356573965,0.00235017626321974,1
"text246",0.10729956122856,0.714399680893498,0.100119664938173,0.0717989629038692,0.00638213003589948,2
"text247",0.173038229376258,0.309859154929577,0.156941649899396,0.336016096579477,0.0241448692152917,4
"text248",0.397905759162304,0.443280977312391,0.0959860383944154,0.0383944153577661,0.0244328097731239,2
"text249",0.506819421713039,0.379159847244954,0.0392798690671031,0.0681942171303873,0.00654664484451719,1
"text250",0.0897887323943662,0.807218309859155,0.0713028169014085,0.019806338028169,0.0118838028169014,2
"text251",0.105450236966825,0.0876777251184834,0.678909952606635,0.109004739336493,0.018957345971564,3
"text252",0.044031647746818,0.773649810801514,0.128998968008256,0.0457516339869281,0.00756793945648435,2
"text253",0.636238417230153,0.341723015276734,0.00851490107688455,0.0118958176809416,0.00162784873528675,1
"text254",0.181547619047619,0.756764069264069,0.0121753246753247,0.0449134199134199,0.0045995670995671,2
"text255",0.698285714285714,0.232380952380952,0.04,0.0243809523809524,0.00495238095238095,1
"text256",0.274193548387097,0.601018675721562,0.0534804753820034,0.0602716468590832,0.0110356536502547,2
"text257",0.053921568627451,0.323529411764706,0.329248366013072,0.276960784313726,0.0163398692810458,3
"text258",0.127659574468085,0.48936170212766,0.186170212765957,0.138297872340426,0.0585106382978723,2
"text259",0.26684575777927,0.190843966868144,0.0348108350123125,0.504925005596597,0.00257443474367584,4
"text260",0.0781096160157532,0.613390219888415,0.1985559566787,0.101739415818838,0.0082047915982934,2
"text261",0.0353408615641991,0.0165202843998327,0.867419489753241,0.0765370138017566,0.00418235048097031,3
"text262",0.0258103241296519,0.193877551020408,0.0102040816326531,0.76500600240096,0.00510204081632653,4
"text263",0.500789889415482,0.36636507252621,0.0182392646847623,0.111733448226339,0.00287232514720666,1
"text264",0.131710709318498,0.597913769123783,0.201529902642559,0.0150208623087622,0.0538247566063978,2
"text265",0.276190476190476,0.542857142857143,0.0595238095238095,0.0833333333333333,0.0380952380952381,2
"text266",0.148373983739837,0.152439024390244,0.465447154471545,0.144308943089431,0.0894308943089431,3
"text267",0.130573248407643,0.101910828025478,0.0764331210191083,0.133757961783439,0.557324840764331,5
"text268",0.140015910898966,0.665075576770088,0.0835322195704057,0.101034208432776,0.0103420843277645,2
"text269",0.0653379549393414,0.35684575389948,0.0395147313691508,0.53578856152513,0.00251299826689775,4
"text270",0.24967824967825,0.393822393822394,0.027027027027027,0.207207207207207,0.122265122265122,2
"text271",0.0540312368087801,0.571971295905445,0.125369354157873,0.192908400168848,0.0557197129590545,2
"text272",0.351624933404369,0.502397442727757,0.0213106020245072,0.115610015982952,0.00905700586041556,2
"text273",0.783377837116155,0.0287049399198932,0.171562082777036,0.0113484646194927,0.00500667556742323,1
"text274",0.15,0.4675,0.12,0.1875,0.075,2
"text275",0.167180652491479,0.799058594384029,0.01428339555267,0.0172049991884434,0.00227235838337932,2
"text276",0.0350274725274725,0.491612554112554,0.00666000666000666,0.466096403596404,0.000603563103563104,2
"text277",0.0819672131147541,0.695976154992548,0.140089418777943,0.0611028315946349,0.0208643815201192,2
"text278",0.0186726202557337,0.462553277856708,0.365130911305054,0.060280089303836,0.0933631012786686,2
"text279",0.246575342465753,0.178082191780822,0.205479452054795,0.246575342465753,0.123287671232877,1
"text280",0.113133151349712,0.0991810737033667,0.617531088868668,0.165908401577191,0.00424628450106157,3
"text281",0.507005253940455,0.0761821366024518,0.0481611208406305,0.352014010507881,0.0166374781085814,1
"text282",0.042483660130719,0.0359477124183007,0.0392156862745098,0.0392156862745098,0.843137254901961,5
"text283",0.0380479735318445,0.0427005789909016,0.247105045492142,0.665736145574855,0.00641025641025641,4
"text284",0.13663410800494,0.0362074772650724,0.653137981362973,0.173346805883013,0.000673627484001347,3
"text285",0.324006142296536,0.429363589831087,0.185121992833987,0.0601433202525166,0.00136495478587272,2
"text286",0.769433465085639,0.0505050505050505,0.0241545893719807,0.148001756697409,0.00790513833992095,1
"text287",0.0796703296703297,0.586538461538462,0.233516483516484,0.0714285714285714,0.0288461538461538,2
"text288",0.201289134438306,0.730386740331492,0.0285451197053407,0.0366482504604052,0.00313075506445672,2
"text289",0.048447925732521,0.751958224543081,0.0910937046707282,0.0954453147664636,0.0130548302872063,2
"text290",0.465895249695493,0.390377588306943,0.100487210718636,0.0328867235079172,0.010353227771011,1
"text291",0.0515995872033024,0.68937048503612,0.181630546955624,0.065015479876161,0.0123839009287926,2
