"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","max"
"text15",0.0466666666666667,0.0366666666666667,0.0266666666666667,0.0416666666666667,0.0166666666666667,0.0316666666666667,0.0566666666666667,0.0566666666666667,0.0166666666666667,0.191666666666667,0.0516666666666667,0.331666666666667,0.0316666666666667,0.0316666666666667,0.0316666666666667,12
"text16",0.0167471819645733,0.037037037037037,0.00998389694041868,0.00998389694041868,0.0109500805152979,0.0128824476650564,0.00611916264090177,0.0235104669887279,0.00418679549114332,0.0264090177133655,0.0254428341384863,0.741384863123994,0.0177133655394525,0.00998389694041868,0.0476650563607085,12
"text17",0.106267507002801,0.0752801120448179,0.105217086834734,0.0180322128851541,0.0133053221288515,0.320028011204482,0.0190826330532213,0.00647759103641457,0.00280112044817927,0.218662464985994,0.0133053221288515,0.00490196078431373,0.0632002801120448,0.0290616246498599,0.00437675070028011,6
"text18",0.0290112492599171,0.0378922439313203,0.0112492599171107,0.0165778567199526,0.0254588513913558,0.0201302545885139,0.0201302545885139,0.0201302545885139,0.0059206631142688,0.0876258140911782,0.0290112492599171,0.531675547661338,0.0396684428656009,0.105387803433985,0.0201302545885139,12
"text19",0.048090134652377,0.581478428139599,0.0126408353943391,0.0719978015938445,0.00687001923605386,0.00522121461940094,0.00439681231107447,0.0579829623522946,0.00274800769442154,0.00769442154438032,0.0719978015938445,0.0761198131354768,0.0233580654025831,0.0118164330860126,0.0175872492442979,2
"text20",0.340120997491515,0.0652205990851409,0.0160838128965619,0.0045742954109488,0.0076730116570754,0.0196252028921352,0.0103290541537553,0.140475136491073,0.00191825291426885,0.0147557916482219,0.0360041316216615,0.0997491515419802,0.0320200678766416,0.0426442378633614,0.168806256455659,1
"text21",0.00446977315901218,0.0101687339367527,0.00882780198904906,0.00413454017208627,0.00547547211978992,0.00916303497597497,0.00446977315901218,0.0118448988713823,0.00145267627667896,0.0125153648452341,0.0145267627667896,0.222371214660856,0.0406749357470108,0.00547547211978992,0.644429545200581,15
"text22",0.0257826887661142,0.034622467771639,0.0931860036832412,0.0191528545119705,0.0246777163904236,0.00589318600368324,0.210313075506446,0.0114180478821363,0.00368324125230203,0.0500920810313076,0.328545119705341,0.123020257826888,0.0202578268876611,0.0158379373848987,0.0335174953959484,11
"text23",0.0130960133130743,0.0267708559438536,0.0115765863540988,0.00701830547717242,0.0124448303306562,0.00267708559438536,0.00180884161782794,0.00528181752405759,0.00094059764127053,0.0376239056508212,0.00918891541856595,0.199334346284639,0.161782794298531,0.384270313291368,0.126184791259677,14
"text24",0.0150571131879543,0.066147455867082,0.0122533748701973,0.00882658359293873,0.0589823468328141,0.0779854620976116,0.0125649013499481,0.0406022845275182,0.00103842159916926,0.00353063343717549,0.0272066458982347,0.281723779854621,0.0511941848390447,0.324402907580478,0.0184839044652129,14
"text25",0.00757575757575758,0.0575757575757576,0.0143939393939394,0.0189393939393939,0.0643939393939394,0.0189393939393939,0.0166666666666667,0.0257575757575758,0.00757575757575758,0.0598484848484848,0.0212121212121212,0.291666666666667,0.0871212121212121,0.00984848484848485,0.298484848484849,15
"text26",0.021403342295324,0.0209288839685803,0.303073435605462,0.00780220359533977,0.0123886340871949,0.00353207865464706,0.00321577310348463,0.00875112024882703,0.00337392587906584,0.20106489535558,0.146976646106806,0.105540618904528,0.114713479888239,0.0068532869418525,0.0403816753650693,3
"text27",0.0101010101010101,0.431313131313131,0.0252525252525253,0.0525252525252525,0.0434343434343434,0.0282828282828283,0.0161616161616162,0.0161616161616162,0.0101010101010101,0.0464646464646465,0.0313131313131313,0.0555555555555556,0.0797979797979798,0.0373737373737374,0.116161616161616,2
"text28",0.0211640211640212,0.100529100529101,0.0568783068783069,0.041005291005291,0.041005291005291,0.0330687830687831,0.0211640211640212,0.041005291005291,0.0132275132275132,0.0529100529100529,0.0846560846560847,0.414021164021164,0.041005291005291,0.0251322751322751,0.0132275132275132,12
"text29",0.0968726163234172,0.151792524790236,0.0167810831426392,0.0717009916094584,0.0144927536231884,0.0488176964149504,0.053394355453852,0.0488176964149504,0.007627765064836,0.0259344012204424,0.202135774218154,0.064836003051106,0.10373760488177,0.01906941266209,0.0739893211289092,11
"text30",0.00433252098564852,0.477931221229353,0.0124559978337395,0.0977525047386948,0.0189547793122123,0.0148930408881668,0.0343893853235852,0.0116436501489304,0.00270782561603033,0.0181424316274032,0.0945031139994584,0.109937720010831,0.06607094503114,0.00758191172488492,0.0287029515299215,2
"text31",0.00482841869287808,0.0777720296602863,0.00896706328677358,0.00379375754440421,0.0177616830488015,0.702707363338507,0.00379375754440421,0.0105190550094844,0.00431108811864114,0.0063804104155889,0.0312122779789619,0.0674254181755475,0.0244869805138817,0.0063804104155889,0.0296602862562511,6
"text32",0.0103174603174603,0.0174603174603175,0.0174603174603175,0.0484126984126984,0.096031746031746,0.0150793650793651,0.0246031746031746,0.0150793650793651,0.00793650793650794,0.0126984126984127,0.0126984126984127,0.286507936507936,0.0531746031746032,0.026984126984127,0.355555555555556,15
"text33",0.00614822200066467,0.0186108341641741,0.00664672648720505,0.0111332668660685,0.00614822200066467,0.00963775340644732,0.00365569956796278,0.0181123296776338,0.00216018610834164,0.0270854104353606,0.0235958790295779,0.77683615819209,0.00913924891990694,0.0106347623795281,0.0704553007643735,12
"text34",0.0030458089668616,0.159478557504873,0.0176656920077973,0.0626218323586745,0.0154727095516569,0.00560428849902534,0.00377680311890838,0.00999025341130604,0.00121832358674464,0.156189083820663,0.0246101364522417,0.106115984405458,0.122563352826511,0.297636452241715,0.0140107212475634,14
"text35",0.364341085271318,0.0846899224806202,0.0118992248062015,0.0122480620155039,0.00143410852713178,0.00364341085271318,0.0100387596899225,0.158992248062016,0.000503875968992248,0.00887596899224806,0.0656201550387597,0.145736434108527,0.0738759689922481,0.0118992248062015,0.0462015503875969,1
"text36",0.344751331347595,0.0252279086560159,0.0405271233865872,0.00952252008303998,0.0169690405271234,0.00559617293979601,0.00518999909739146,0.00613773806300208,0.000451304269338388,0.00275295604296417,0.1488401480278,0.00573156422059753,0.184448054878599,0.177001534434516,0.0268526040256341,1
"text37",0.0159680638722555,0.0788423153692615,0.0788423153692615,0.0429141716566866,0.0249500998003992,0.0489021956087824,0.030938123752495,0.0279441117764471,0.0129740518962076,0.0279441117764471,0.267465069860279,0.210578842315369,0.063872255489022,0.030938123752495,0.0369261477045908,11
"text38",0.0221745350500715,0.0135908440629471,0.0178826895565093,0.0436337625178827,0.0565092989985694,0.011444921316166,0.00715307582260372,0.0157367668097282,0.00715307582260372,0.0178826895565093,0.00929899856938484,0.391273247496424,0.108011444921316,0.0393419170243205,0.238912732474964,12
"text39",0.0138067061143984,0.011117088040165,0.0054688900842747,0.00735162273623812,0.0054688900842747,0.00466200466200466,0.00277927201004124,0.118701811009503,0.00089653935807782,0.00224134839519455,0.00788954635108481,0.277389277389277,0.04850277927201,0.340864263941187,0.152859960552268,14
"text40",0.00790091821481956,0.0540251975229554,0.0117446081571642,0.807388426222507,0.0111039931667734,0.00790091821481956,0.0104633781763827,0.00661968823403801,0.00213538330130258,0.00790091821481956,0.00597907324364723,0.00661968823403801,0.0392910527439675,0.00661968823403801,0.0143070681187273,4
"text41",0.009383608815427,0.315426997245179,0.00783402203856749,0.0517389807162534,0.00912534435261708,0.00886707988980716,0.00292699724517906,0.00576790633608815,0.000860881542699725,0.00189393939393939,0.0173898071625344,0.0137741046831956,0.0504476584022039,0.494146005509642,0.0104166666666667,14
"text42",0.0554597701149425,0.655459770114943,0.0123563218390805,0.0632183908045977,0.0132183908045977,0.0149425287356322,0.0270114942528736,0.010632183908046,0.0028735632183908,0.0132183908045977,0.0580459770114942,0.0330459770114943,0.0218390804597701,0.00545977011494253,0.0132183908045977,2
"text43",0.00195042154272052,0.150119541965522,0.0306404932678998,0.00968919088964389,0.0385680130866994,0.135774506102932,0.00572543098024412,0.00799043664275827,0.000629168239587266,0.00648043286774884,0.208065936831509,0.311501195419655,0.0783943626525733,0.00931168994589153,0.00515917956461558,12
"text44",0.00930639107409121,0.00560440125456322,0.0176358681680292,0.886060979998972,0.00745539616432722,0.00113116355596689,0.000822664404339555,0.00313640804154455,0.000514165252712222,0.00421615507224022,0.0253483469587125,0.00622139955781788,0.0264280939894082,0.00282790888991722,0.00329065761735822,4
"text45",0.0102495543672014,0.0276292335115865,0.00824420677361854,0.0450089126559715,0.035650623885918,0.017602495543672,0.00824420677361854,0.0169340463458111,0.00222816399286988,0.071078431372549,0.0109180035650624,0.663992869875223,0.0476827094474153,0.0142602495543672,0.0202762923351159,12
"text46",0.0209832134292566,0.0281774580335731,0.0209832134292566,0.01378896882494,0.00929256594724221,0.00929256594724221,0.00569544364508393,0.0164868105515588,0.0038968824940048,0.0164868105515588,0.0695443645083933,0.693645083932854,0.0254796163069544,0.0236810551558753,0.0425659472422062,12
"text47",0.0598251615355378,0.022881033827442,0.102014443177499,0.013074876472824,0.0162675788673508,0.00281261877613075,0.00304066894716838,0.0187761307487647,0.00121626757886735,0.0509312048650703,0.0320030406689472,0.560395286963132,0.0481946028126188,0.0304066894716838,0.0381603952869631,12
"text48",0.0416666666666667,0.0572916666666667,0.0338541666666667,0.0494791666666667,0.0416666666666667,0.0260416666666667,0.0338541666666667,0.0651041666666667,0.0416666666666667,0.0494791666666667,0.0494791666666667,0.315104166666667,0.0807291666666667,0.0572916666666667,0.0572916666666667,12
"text49",0.00616890023399277,0.0196979366092321,0.353839608593916,0.0177834503297171,0.0523718357796214,0.00361625186130611,0.0135715805147841,0.00336098702403744,0.00055307381408211,0.139161880450968,0.0320782812167624,0.16366730482876,0.121803871516699,0.00540310572218677,0.0669219315039353,3
"text50",0.321212121212121,0.0714097496706192,0.0223978919631094,0.00500658761528327,0.00974967061923584,0.01133069828722,0.052437417654809,0.0247694334650856,0.00342555994729908,0.0706192358366271,0.0184453227931489,0.0674571805006588,0.0587615283267457,0.061133069828722,0.201844532279315,1
"text51",0.0039249200772323,0.00696356787896053,0.0174089196974013,0.832241319279587,0.0167442154907733,0.00335517361440826,0.00174089196974013,0.00449466654005634,0.000316525812680024,0.0217769759123857,0.00212072294495616,0.0458962428386035,0.0244357927388979,0.00297534263919223,0.0156047225651252,4
"text52",0.056547619047619,0.0450680272108844,0.0170068027210884,0.0195578231292517,0.0144557823129252,0.0973639455782313,0.0182823129251701,0.00807823129251701,0.00425170068027211,0.0170068027210884,0.0119047619047619,0.246598639455782,0.0272108843537415,0.381802721088435,0.0348639455782313,14
"text53",0.0258121940364931,0.0284824210057855,0.011125945705385,0.00712060525144637,0.0364931019136627,0.065865598575879,0.011125945705385,0.0124610591900312,0.00578549176680018,0.0124610591900312,0.0311526479750779,0.663996439697374,0.00712060525144637,0.00979083222073876,0.0712060525144637,12
"text54",0.0217543859649123,0.101754385964912,0.0343859649122807,0.0217543859649123,0.00912280701754386,0.0133333333333333,0.0407017543859649,0.0217543859649123,0.00701754385964912,0.127017543859649,0.0364912280701754,0.0575438596491228,0.148070175438596,0.0280701754385965,0.331228070175439,15
"text55",0.0169739537606087,0.0213637693883524,0.0336552531460345,0.0125841381328651,0.025753585016096,0.0108282118817676,0.00819432250512145,0.00819432250512145,0.00292654375182909,0.025753585016096,0.0564822944103014,0.667544629792215,0.0687737781679836,0.0134621012584138,0.0275095112671934,12
"text56",0.00501919102450546,0.00369058163566578,0.00413345143194568,0.841157366400945,0.00679067020962504,0.00457632122822557,0.0023619722468261,0.00679067020962504,0.0023619722468261,0.0138765869501033,0.00324771183938589,0.0129908473575435,0.0519633894301742,0.00634780041334514,0.0346914673752583,4
"text57",0.00754549489569463,0.0448291167332446,0.0148690634709277,0.0188637372392366,0.0188637372392366,0.0122059476253884,0.00954283177984909,0.00821127385707945,0.00355082112738571,0.0122059476253884,0.0281846426986241,0.67132711939636,0.0228584110075455,0.0155348424323125,0.111407012871727,12
"text58",0.0686274509803921,0.0598039215686274,0.0245098039215686,0.0892156862745098,0.0950980392156863,0.092156862745098,0.0215686274509804,0.0362745098039216,0.0156862745098039,0.0656862745098039,0.0392156862745098,0.22156862745098,0.0715686274509804,0.0568627450980392,0.042156862745098,12
"text59",0.0692883895131086,0.215355805243446,0.0580524344569288,0.0299625468164794,0.0636704119850187,0.0411985018726592,0.0299625468164794,0.0355805243445693,0.0243445692883895,0.114232209737828,0.0243445692883895,0.153558052434457,0.0636704119850187,0.0411985018726592,0.0355805243445693,2
"text60",0.0245048674051695,0.297415240013427,0.00637797918764686,0.111111111111111,0.00839207787848271,0.0144343739509903,0.00537092984222894,0.00939912722390064,0.00335683115139308,0.0436388049681101,0.319570325612622,0.110104061765693,0.00939912722390064,0.00637797918764686,0.0305471634776771,11
"text61",0.0246415770609319,0.296146953405018,0.00851254480286738,0.0595878136200717,0.0112007168458781,0.00985663082437276,0.00716845878136201,0.0125448028673835,0.00448028673835125,0.0206093189964158,0.39426523297491,0.0528673835125448,0.028673835125448,0.00851254480286738,0.0609318996415771,11
"text62",0.0397045244690674,0.250230840258541,0.0369344413665743,0.0175438596491228,0.023084025854109,0.0480147737765466,0.0120036934441367,0.0397045244690674,0.0120036934441367,0.0646352723915051,0.097876269621422,0.225300092336103,0.0480147737765466,0.0120036934441367,0.0729455216989843,2
"text63",0.00478874946960053,0.00315208825847124,0.0107898405770746,0.0140631629993332,0.0118809480511608,0.00387949324119537,0.0035157907498333,0.00733466690913499,0.000606170818936776,0.00878947687458326,0.0560708007516518,0.0778929502333758,0.079165908953143,0.0375219736921865,0.680547978420319,15
"text64",0.0434655287817938,0.00393239625167336,0.0371904283801874,0.0152275769745649,0.00644243641231593,0.00154785809906292,0.00179886211512718,0.0164825970548862,0.000418340026773762,0.0890227576974565,0.0277777777777778,0.0769745649263722,0.0312918340026774,0.00117135207496653,0.647255689424364,15
"text65",0.0383512544802867,0.635663082437276,0.0136200716845878,0.0775985663082437,0.0125448028673835,0.0200716845878136,0.0335125448028674,0.00770609318996416,0.00232974910394265,0.0109318996415771,0.0485663082437276,0.0372759856630824,0.0265232974910394,0.0189964157706093,0.0163082437275986,2
"text66",0.375270562770563,0.0822510822510822,0.0408549783549784,0.303030303030303,0.0124458874458874,0.0156926406926407,0.0116341991341991,0.0108225108225108,0.00270562770562771,0.0173160173160173,0.0416666666666667,0.0473484848484848,0.00676406926406926,0.0148809523809524,0.0173160173160173,1
"text67",0.00728597449908925,0.0141165755919854,0.271971766848816,0.0267531876138433,0.00352914389799636,0.00352914389799636,0.0598816029143898,0.0185564663023679,0.0011384335154827,0.0615892531876138,0.189663023679417,0.290755919854281,0.00762750455373406,0.0134335154826958,0.0301684881602914,12
"text68",0.0222816399286988,0.241532976827094,0.035650623885918,0.0249554367201426,0.0169340463458111,0.0303030303030303,0.0222816399286988,0.0516934046345811,0.0089126559714795,0.0597147950089126,0.0383244206773619,0.335115864527629,0.035650623885918,0.0463458110516934,0.0303030303030303,12
"text69",0.0289855072463768,0.0550724637681159,0.072463768115942,0.0376811594202899,0.0550724637681159,0.0289855072463768,0.0289855072463768,0.0463768115942029,0.0289855072463768,0.072463768115942,0.072463768115942,0.272463768115942,0.0550724637681159,0.0376811594202899,0.107246376811594,12
"text70",0.00453795379537954,0.0317656765676568,0.0101072607260726,0.0249587458745875,0.0206270627062706,0.0354785478547855,0.00639438943894389,0.00639438943894389,0.0033003300330033,0.0150577557755776,0.430280528052805,0.23473597359736,0.125825082508251,0.0305280528052805,0.0200082508250825,11
"text71",0.00412421154779233,0.0339640950994663,0.0143134400776322,0.0230470645317807,0.0168607472100922,0.0066715186802523,0.00266860747210092,0.012493934983018,0.00121300339640951,0.0266860747210092,0.0292333818534692,0.769771955361475,0.0161329451722465,0.0110383309073265,0.0317806889859292,12
"text72",0.00398106305143103,0.00430385194749301,0.0126963632451044,0.0381966860340004,0.0107596298687325,0.00365827415536906,0.00591779642780288,0.0217344523348397,0.00107596298687325,0.0265762857757693,0.0210888745427157,0.702496234129546,0.0685388422638261,0.00527221863567893,0.0737034646008177,12
"text73",0.0139016897081413,0.0134408602150538,0.00468509984639017,0.00399385560675883,0.0113671274961598,0.0021505376344086,0.00675883256528418,0.00353302611367127,0.00122887864823349,0.047542242703533,0.017357910906298,0.798694316436252,0.0201228878648233,0.00791090629800307,0.0473118279569893,12
"text74",0.0254452926208651,0.0254452926208651,0.0559796437659033,0.0559796437659033,0.0330788804071247,0.0330788804071247,0.0559796437659033,0.0559796437659033,0.0330788804071247,0.0483460559796438,0.0254452926208651,0.307888040712468,0.0254452926208651,0.170483460559796,0.0483460559796438,12
"text75",0.0326215895610913,0.0415183867141162,0.0415183867141162,0.0753262158956109,0.00771055753262159,0.0166073546856465,0.0397390272835113,0.0948991696322657,0.00593119810201661,0.436536180308422,0.0183867141162515,0.0610913404507711,0.0272835112692764,0.0610913404507711,0.0397390272835113,10
"text76",0.0194704049844237,0.0171339563862928,0.0171339563862928,0.0264797507788162,0.0872274143302181,0.0475077881619938,0.014797507788162,0.0124610591900312,0.00778816199376947,0.0194704049844237,0.0194704049844237,0.227414330218069,0.073208722741433,0.0404984423676012,0.36993769470405,15
"text77",0.00373418686175888,0.0135650053345527,0.00259106843468983,0.00670629477213839,0.043057460752934,0.00304831580551745,0.00259106843468983,0.00830666057003506,0.000990702636793172,0.00373418686175888,0.0199664685261393,0.660798658741046,0.214525224813291,0.00922115531169029,0.00716354214296601,12
"text78",0.00417972831765935,0.0214211076280042,0.0112330198537095,0.0182863113897597,0.014367816091954,0.00653082549634274,0.00809822361546499,0.0159352142110763,0.00417972831765935,0.00888192267502612,0.0417972831765935,0.637408568443051,0.00417972831765935,0.0167189132706374,0.186781609195402,12
"text79",0.0225136612021858,0.172021857923497,0.0330054644808743,0.0402185792349727,0.00939890710382514,0.0244808743169399,0.00546448087431694,0.0133333333333333,0.00218579234972678,0.0546448087431694,0.49792349726776,0.0166120218579235,0.0218579234972678,0.00612021857923497,0.0802185792349727,11
"text80",0.144958583261925,0.114967152242216,0.335939731505284,0.00303484718651814,0.0873321908026278,0.00239217366466724,0.0419165952584976,0.00432019423021994,0.000464153099114539,0.00174950014281634,0.00142816338189089,0.00303484718651814,0.252927734932876,0.00249928591830905,0.00303484718651814,3
"text81",0.00148536478811708,0.244473569244211,0.00449978156400175,0.00921799912625601,0.0208824814329402,0.00109217999126256,0.00292704237658366,0.00554827435561381,0.000567933595456531,0.449191786806466,0.0124945391000437,0.228746177370031,0.0111839231105286,0.00345128877238969,0.00423765836609873,10
"text82",0.0583106541679266,0.00176393508718879,0.150388065719182,0.0372946275577059,0.0124987400463663,0.00153714343312166,0.00509021268017337,0.0389577663541982,0.000327587944763633,0.00123475456103215,0.115991331519,0.00350267110170346,0.0785707085979236,0.0223263783892753,0.472205422840439,15
"text83",0.00163047022761364,0.482553968564534,0.0325441857431683,0.0480010435009457,0.0118046044479228,0.0616969934129003,0.00123915737298637,0.00515228591925911,0.000847844518359095,0.0266744929237592,0.153264201395683,0.0796973847257549,0.0808713232896367,0.00417400378269093,0.00984804017478641,2
"text84",0.00654822913107846,0.00449834870743651,0.0277303268420453,0.00876893292335725,0.00757316934289944,0.00893975629199408,0.00415670197016285,0.00688987586835212,0.000569411228789432,0.020043275253388,0.0226056257829404,0.240234597426261,0.565140644573511,0.0154310443001936,0.0608700603575902,13
"text85",0.0185296335626452,0.0027856010588362,0.602166920602675,0.00140049555996737,0.00514028040691322,0.00597134370623451,0.00809517213783339,0.0438770641919448,0.000246240977576681,0.00786432122135525,0.00246240977576681,0.00726410883851209,0.246748849592933,0.0343660064330455,0.0130815519337612,3
"text86",0.0136175251628182,0.131734754292481,0.00917702782711664,0.0802249851983422,0.0171699230313795,0.00562462995855536,0.0029603315571344,0.0127294256956779,0.00384843102427472,0.0438129070455891,0.581113084665483,0.0482534043812907,0.00917702782711664,0.0242747187685021,0.0162818235642392,11
"text87",0.0068394528437725,0.0251979841612671,0.017638588912887,0.0284377249820014,0.0640748740100792,0.0133189344852412,0.0122390208783297,0.0046796256299496,0.0046796256299496,0.00575953923686105,0.00899928005759539,0.201223902087833,0.078113750899928,0.0305975521958243,0.498200143988481,15
"text88",0.0108392999204455,0.169550517104216,0.00427605409705648,0.00875099443118536,0.00904932378679395,0.00755767700875099,0.00129276054097057,0.00606603023070803,0.00129276054097057,0.00636435958631663,0.588106603023071,0.134049323786794,0.0358989657915672,0.00308273667462212,0.0138225934765314,11
"text89",0.0278706800445931,0.0546265328874024,0.148272017837235,0.0211817168338907,0.0312151616499443,0.0546265328874024,0.0312151616499443,0.0345596432552954,0.0111482720178372,0.0512820512820513,0.0379041248606466,0.0479375696767001,0.0914158305462653,0.288740245261984,0.0680044593088071,14
"text90",0.0823970037453183,0.315543071161049,0.0205992509363296,0.186329588014981,0.0149812734082397,0.0543071161048689,0.0234082397003745,0.0205992509363296,0.00936329588014981,0.048689138576779,0.0262172284644195,0.0823970037453183,0.0599250936329588,0.0374531835205993,0.0177902621722846,2
"text91",0.00741329097167064,0.0328302885888271,0.0121789780248875,0.0240931956579296,0.0145618215514959,0.0066190097961345,0.00423616626952608,0.0296531638866826,0.00423616626952608,0.0193275086047127,0.0193275086047127,0.689700820757215,0.0566587238549113,0.0113846968493513,0.0677786603124173,12
"text92",0.00717066174964147,0.0127023150993649,0.0640237656217988,0.00870723212456464,0.00286826469985659,0.00839991804958,0.00409752099979512,0.00686334767465683,0.00133169432493342,0.17219832001639,0.0283753329235812,0.404220446629789,0.0677115345216144,0.200163900839992,0.0111657447244417,12
"text93",0.0252525252525253,0.0233585858585859,0.0157828282828283,0.0157828282828283,0.0366161616161616,0.029040404040404,0.0252525252525253,0.0138888888888889,0.00631313131313131,0.0801767676767677,0.0176767676767677,0.631313131313131,0.0328282828282828,0.0119949494949495,0.0347222222222222,12
"text94",0.0097116390258479,0.220827730464665,0.00859106529209622,0.0229344090841177,0.0253996712983714,0.558120424323921,0.00186762288958613,0.00343642611683849,0.00097116390258479,0.0153145076946063,0.0469146869864037,0.041087703570895,0.0305543104736292,0.0106080980128492,0.00366054086358882,6
"text95",0.0353168843734881,0.0353168843734881,0.0179003386550556,0.03096274794388,0.0512820512820513,0.0324141267537494,0.0251572327044025,0.0135462022254475,0.00483792936623125,0.03096274794388,0.0295113691340106,0.372036768263183,0.05418480890179,0.203676826318336,0.0628930817610063,12
"text96",0.0230961298377029,0.0998751560549313,0.0399500624219725,0.0249687890137328,0.0343320848938826,0.200998751560549,0.0493133583021223,0.0605493133583021,0.0118601747815231,0.0736579275905119,0.0998751560549313,0.15043695380774,0.0362047440699126,0.0549313358302122,0.0399500624219725,6
"text97",0.0493454179254783,0.152064451158107,0.0191339375629406,0.0463242698892246,0.0191339375629406,0.067472306143001,0.0372608257804632,0.0191339375629406,0.0100704934541793,0.0281973816717019,0.430010070493454,0.0281973816717019,0.0161127895266868,0.0251762336354481,0.0523665659617321,11
"text98",0.0395411605937922,0.0162618083670715,0.00573549257759784,0.00371120107962213,0.0492577597840756,0.00695006747638327,0.00614035087719298,0.00654520917678812,0.00067476383265857,0.534278002699055,0.110391363022942,0.127395411605938,0.0573549257759784,0.00775978407557355,0.0280026990553306,10
"text99",0.00856013026285183,0.0258664805768783,0.0479181204931379,0.00576878343800884,0.0234938357757618,0.0042335426843452,0.0039544080018609,0.00130262851826006,0.000604791812049314,0.0923005350081414,0.00479181204931379,0.0599209118399628,0.219306815538497,0.467178413584555,0.0347987904163759,14
"text100",0.0637637275230666,0.204730715641422,0.0319038058563451,0.0225893866087395,0.0116293102502496,0.00326937212695696,0.00116293102502496,0.0100165662815829,0.000175536758494333,0.0956236491897881,0.215526226288824,0.318182316865791,0.00547455265554202,0.000866712745065771,0.0150851901831068,12
